tur_yaw = 0.03349999999997371, bal_yaw = -0.6964999445595267, pitch = 9.219257561873533e-06, roll = -2.5965710908618028e-05, YxRef = 1.3355932506792233e-05, TxRef = 0.05749466142333849
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999317156361, pitch = 1.0397093958592358e-05, roll = -2.6666277238039734e-05, YxRef = 1.3561944616072077e-05, TxRef = 0.05749490594938194
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999768232468, pitch = 1.0397093958592358e-05, roll = -2.6666277238039734e-05, YxRef = 1.3561944616072077e-05, TxRef = 0.05749490594938194
tur_yaw = 0.033499999999973704, bal_yaw = -0.6965000172205542, pitch = 1.0178832261151861e-05, roll = -2.7589984371848692e-05, YxRef = 1.3682552718989928e-05, TxRef = 0.05749502037307299
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999633449867, pitch = 1.0178832261151861e-05, roll = -2.7589984371848692e-05, YxRef = 1.3682552718989928e-05, TxRef = 0.05749502037307299
tur_yaw = 0.03349999999997369, bal_yaw = -0.696499927982678, pitch = 1.0817405190514379e-05, roll = -2.956924944806061e-05, YxRef = 1.4470054528614297e-05, TxRef = 0.057495828711158485
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999545750237, pitch = 1.0817405190514379e-05, roll = -2.956924944806061e-05, YxRef = 1.4470054528614297e-05, TxRef = 0.057495828711158485
tur_yaw = 0.033499999999973704, bal_yaw = -0.6965000881472756, pitch = 1.1497035732918832e-05, roll = -3.026285985959148e-05, YxRef = 1.4719840177975007e-05, TxRef = 0.05749610381053006
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999664560401, pitch = 1.1497035732918832e-05, roll = -3.026285985959148e-05, YxRef = 1.4719840177975007e-05, TxRef = 0.05749610381053006
tur_yaw = 0.03349999999997369, bal_yaw = -0.6965000236617218, pitch = 1.1708689202919607e-05, roll = -3.0640759689128395e-05, YxRef = 1.4483453006495312e-05, TxRef = 0.057495875932236526
tur_yaw = 0.03349999999997369, bal_yaw = -0.696499955864943, pitch = 1.1708689202919607e-05, roll = -3.0640759689128395e-05, YxRef = 1.4483453006495312e-05, TxRef = 0.057495875932236526
tur_yaw = 0.03349999999997369, bal_yaw = -0.6965001548258923, pitch = 1.1251940747362437e-05, roll = -3.0453339017873573e-05, YxRef = 1.4646740164748074e-05, TxRef = 0.05749602780083313
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999692477468, pitch = 1.1251940747362437e-05, roll = -3.0453339017873573e-05, YxRef = 1.4646740164748074e-05, TxRef = 0.05749602780083313
tur_yaw = 0.033499999999973704, bal_yaw = -0.6965001196738068, pitch = 1.1979415053134484e-05, roll = -3.163790162449095e-05, YxRef = 1.466936638041738e-05, TxRef = 0.05749607817210815
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999583842371, pitch = 1.1979415053134484e-05, roll = -3.163790162449095e-05, YxRef = 1.466936638041738e-05, TxRef = 0.05749607817210815
tur_yaw = 0.0334999999999737, bal_yaw = -0.6964998196610312, pitch = 1.1424341016525673e-05, roll = -3.16039496017797e-05, YxRef = 1.4767787596277865e-05, TxRef = 0.05749615466959325
tur_yaw = 0.0334999999999737, bal_yaw = -0.6964999787687585, pitch = 1.1424341016525673e-05, roll = -3.16039496017797e-05, YxRef = 1.4767787596277865e-05, TxRef = 0.05749615466959325
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999044795179, pitch = 1.0935352178559156e-05, roll = -3.165836180179267e-05, YxRef = 1.572286815166082e-05, TxRef = 0.05749709219187049
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999607452531, pitch = 1.0935352178559156e-05, roll = -3.165836180179267e-05, YxRef = 1.572286815166082e-05, TxRef = 0.05749709219187049
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964998021454628, pitch = 1.2255392004907237e-05, roll = -3.459474888482246e-05, YxRef = 1.65548477468662e-05, TxRef = 0.057497964857783995
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964999711479937, pitch = 1.2255392004907237e-05, roll = -3.459474888482246e-05, YxRef = 1.65548477468662e-05, TxRef = 0.057497964857783995
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964998890056682, pitch = 1.2903418731392933e-05, roll = -3.4523471866352423e-05, YxRef = 1.6628954594132376e-05, TxRef = 0.057498058962366316
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964999707948394, pitch = 1.2903418731392933e-05, roll = -3.4523471866352423e-05, YxRef = 1.6628954594132376e-05, TxRef = 0.057498058962366316
tur_yaw = 0.033499999999973704, bal_yaw = -0.6964997303755638, pitch = 1.406666958787521e-05, roll = -3.8117492260576486e-05, YxRef = 1.6491692133311945e-05, TxRef = 0.05749795589442129
tur_yaw = 0.033499999999973704, bal_yaw = -0.696499958629361, pitch = 1.406666958787521e-05, roll = -3.8117492260576486e-05, YxRef = 1.6491692133311945e-05, TxRef = 0.05749795589442129
tur_yaw = 0.03349999999997372, bal_yaw = -0.696499770417027, pitch = 1.350455101058896e-05, roll = -3.838536090043507e-05, YxRef = 1.7087853592900187e-05, TxRef = 0.05749852941104494
tur_yaw = 0.03349999999997372, bal_yaw = -0.6964999527154505, pitch = 1.350455101058896e-05, roll = -3.838536090043507e-05, YxRef = 1.7087853592900187e-05, TxRef = 0.05749852941104494
tur_yaw = 0.03349999999997369, bal_yaw = -0.6964997173896874, pitch = 1.3496804984274384e-05, roll = -3.7399980161945e-05, YxRef = 1.794259058533697e-05, TxRef = 0.05749937893968374
